GFP genomes (scaled),Parameters,GFP IU run=0,total_interactions run=0,GFP IU run=1,total_interactions run=1,GFP IU run=2,total_interactions run=2,GFP IU run=3,total_interactions run=3,GFP IU run=4,total_interactions run=4,GFP IU run=5,total_interactions run=5,GFP IU run=6,total_interactions run=6,GFP IU run=7,total_interactions run=7,GFP IU run=8,total_interactions run=8,GFP IU run=9,total_interactions run=9,GFP IU run=10,total_interactions run=10,GFP IU run=11,total_interactions run=11,GFP IU run=12,total_interactions run=12,GFP IU run=13,total_interactions run=13,GFP IU run=14,total_interactions run=14,GFP IU run=15,total_interactions run=15,GFP IU run=16,total_interactions run=16,GFP IU run=17,total_interactions run=17,GFP IU run=18,total_interactions run=18,GFP IU run=19,total_interactions run=19,GFP IU run=20,total_interactions run=20,GFP IU run=21,total_interactions run=21,GFP IU run=22,total_interactions run=22,GFP IU run=23,total_interactions run=23,GFP IU run=24,total_interactions run=24,GFP IU run=25,total_interactions run=25,GFP IU run=26,total_interactions run=26,GFP IU run=27,total_interactions run=27,GFP IU run=28,total_interactions run=28,GFP IU run=29,total_interactions run=29,GFP IU run=30,total_interactions run=30,GFP IU run=31,total_interactions run=31,GFP IU run=32,total_interactions run=32,GFP IU run=33,total_interactions run=33,GFP IU run=34,total_interactions run=34,GFP IU run=35,total_interactions run=35,GFP IU run=36,total_interactions run=36,GFP IU run=37,total_interactions run=37,GFP IU run=38,total_interactions run=38,GFP IU run=39,total_interactions run=39,GFP IU run=40,total_interactions run=40,GFP IU run=41,total_interactions run=41,GFP IU run=42,total_interactions run=42,GFP IU run=43,total_interactions run=43,GFP IU run=44,total_interactions run=44,GFP IU run=45,total_interactions run=45,GFP IU run=46,total_interactions run=46,GFP IU run=47,total_interactions run=47,GFP IU run=48,total_interactions run=48,GFP IU run=49,total_interactions run=49,GFP IU run=50,total_interactions run=50,GFP IU run=51,total_interactions run=51,GFP IU run=52,total_interactions run=52,GFP IU run=53,total_interactions run=53,GFP IU run=54,total_interactions run=54,GFP IU run=55,total_interactions run=55,GFP IU run=56,total_interactions run=56,GFP IU run=57,total_interactions run=57,GFP IU run=58,total_interactions run=58,GFP IU run=59,total_interactions run=59,GFP IU run=60,total_interactions run=60,GFP IU run=61,total_interactions run=61,GFP IU run=62,total_interactions run=62,GFP IU run=63,total_interactions run=63,GFP IU run=64,total_interactions run=64,GFP IU run=65,total_interactions run=65,GFP IU run=66,total_interactions run=66,GFP IU run=67,total_interactions run=67,GFP IU run=68,total_interactions run=68,GFP IU run=69,total_interactions run=69,GFP IU run=70,total_interactions run=70,GFP IU run=71,total_interactions run=71,GFP IU run=72,total_interactions run=72,GFP IU run=73,total_interactions run=73,GFP IU run=74,total_interactions run=74,GFP IU run=75,total_interactions run=75,GFP IU run=76,total_interactions run=76,GFP IU run=77,total_interactions run=77,GFP IU run=78,total_interactions run=78,GFP IU run=79,total_interactions run=79,GFP IU run=80,total_interactions run=80,GFP IU run=81,total_interactions run=81,GFP IU run=82,total_interactions run=82,GFP IU run=83,total_interactions run=83,GFP IU run=84,total_interactions run=84,GFP IU run=85,total_interactions run=85,GFP IU run=86,total_interactions run=86,GFP IU run=87,total_interactions run=87,GFP IU run=88,total_interactions run=88,GFP IU run=89,total_interactions run=89,GFP IU run=90,total_interactions run=90,GFP IU run=91,total_interactions run=91,GFP IU run=92,total_interactions run=92,GFP IU run=93,total_interactions run=93,GFP IU run=94,total_interactions run=94,GFP IU run=95,total_interactions run=95,GFP IU run=96,total_interactions run=96,GFP IU run=97,total_interactions run=97,GFP IU run=98,total_interactions run=98,GFP IU run=99,total_interactions run=99
10.0,simul_name=clump,0,3,0,6,0,13,0,13,0,8,0,6,0,12,0,8,0,8,0,14,0,10,0,14,0,9,0,4,0,15,0,14,0,13,0,14,0,12,0,10,0,17,0,9,0,8,0,9,0,10,0,10,1,11,0,6,0,6,0,7,0,5,0,12,0,14,0,7,0,8,0,9,0,17,0,12,0,9,0,12,0,7,0,7,0,14,0,12,0,14,0,15,0,9,0,6,0,14,0,13,1,10,1,12,0,12,0,7,0,8,0,13,0,7,0,18,0,9,0,15,0,4,0,14,0,14,0,11,0,11,0,15,0,16,0,7,0,6,0,9,0,5,0,6,0,8,0,11,0,10,0,4,0,13,0,4,0,10,0,10,1,10,0,10,0,15,0,6,0,10,0,13,0,7,0,13,0,14,0,12,0,10,0,6,0,10,0,19,0,8,0,11,0,9,1,15,0,9,0,13
20.0,num_simulations=100,0,20,0,20,0,28,0,24,0,15,0,14,0,23,1,25,1,15,0,24,0,22,0,14,0,20,0,25,0,15,0,19,0,22,0,15,0,12,0,29,0,17,0,21,0,22,0,16,0,13,0,23,1,24,0,16,0,31,0,21,0,32,0,17,0,20,0,30,0,17,0,18,0,23,0,16,0,19,1,22,0,22,0,15,0,19,0,17,1,22,0,31,0,15,0,15,1,18,0,15,1,18,1,21,0,20,0,18,0,25,0,16,0,28,0,15,0,20,0,23,0,22,0,27,0,18,0,22,0,11,0,17,1,30,0,27,0,24,0,19,1,15,0,10,0,17,0,25,0,32,0,15,0,23,1,28,0,19,0,22,0,17,0,13,1,23,0,19,1,18,1,21,0,24,0,19,0,21,0,19,1,28,2,18,0,30,0,19,0,12,1,20,0,18,0,19,0,22,1,21
30.0,scale=1.0,0,31,0,41,0,36,0,28,1,23,0,31,0,39,0,40,0,30,1,23,0,36,0,32,0,23,0,39,0,24,1,27,1,34,0,17,0,27,0,37,0,33,0,34,0,28,0,30,0,31,0,34,0,36,0,31,0,35,1,30,0,38,0,30,0,23,0,17,1,33,1,32,0,33,0,23,0,27,0,26,2,32,0,30,0,31,0,29,1,42,0,32,0,26,0,31,0,32,0,26,0,25,0,29,0,29,0,32,0,25,1,33,0,38,0,34,0,34,2,25,0,24,1,31,0,35,0,37,1,22,0,27,0,25,0,45,0,31,0,30,0,29,0,30,0,34,0,38,1,35,0,29,0,30,0,33,0,26,0,27,0,31,0,29,1,31,0,26,0,33,0,27,0,31,0,24,0,29,0,36,0,29,0,27,0,46,0,24,0,31,0,24,0,32,0,27,0,26,0,27
40.0,cell_count=1000.0,0,26,2,38,1,41,0,43,0,37,1,43,0,33,0,39,1,42,0,42,0,41,1,43,0,44,0,25,0,41,0,53,0,40,0,35,1,43,0,39,0,41,0,33,0,36,0,43,0,41,0,43,0,38,1,41,0,36,0,44,1,43,2,46,0,42,0,40,0,34,0,48,0,46,2,38,0,43,0,35,0,39,1,32,0,31,1,39,0,34,0,47,0,38,0,40,0,37,1,39,0,38,0,41,1,31,0,53,0,41,0,32,0,47,0,30,1,31,0,41,0,30,0,37,0,43,0,50,0,37,1,43,0,54,0,28,0,36,0,52,0,50,0,35,0,39,0,52,0,27,0,39,1,45,0,41,0,35,0,40,0,51,1,48,0,52,0,37,0,47,0,41,0,36,0,40,0,40,0,48,0,54,0,48,0,38,0,40,0,34,0,39,0,37,1,42,1,51,0,35
50.0,muG=0.0,1,68,0,47,0,55,1,46,0,51,0,51,2,37,0,53,0,54,0,37,0,46,0,48,0,48,2,61,1,47,0,32,1,43,0,52,0,49,1,45,0,48,0,55,1,60,1,45,0,46,0,48,1,51,1,65,0,53,0,59,0,51,1,39,0,62,0,52,0,38,0,49,0,43,0,48,1,57,0,40,0,54,0,51,0,59,0,41,0,34,0,55,1,51,1,44,0,62,1,47,0,53,0,45,0,45,1,47,0,48,0,37,1,41,0,47,0,52,1,47,0,49,0,49,0,56,0,50,0,57,0,53,0,53,1,46,0,63,1,54,0,52,0,56,0,56,0,60,0,46,0,51,0,47,1,51,0,44,0,41,0,41,0,50,0,55,1,52,0,52,0,49,0,57,0,47,2,57,0,55,0,44,0,57,0,40,1,40,0,45,0,48,0,47,1,66,1,51,0,64
60.0,sigmaG=1.0,0,55,1,49,0,60,0,80,0,63,0,70,0,60,0,65,1,62,1,57,0,56,0,64,0,51,0,67,0,66,0,70,0,49,0,58,2,71,1,50,1,81,0,82,4,61,0,71,0,76,0,50,0,65,0,62,0,55,0,54,0,77,0,67,0,55,0,58,0,59,0,59,1,60,0,65,0,54,0,61,0,65,0,51,0,58,0,60,0,50,0,54,1,54,0,77,0,51,1,54,1,58,0,63,1,64,0,68,0,59,1,67,0,67,1,56,1,62,0,57,1,76,0,73,0,65,0,59,0,60,0,68,1,67,2,57,0,52,1,62,1,58,1,55,0,56,0,65,0,52,0,67,0,52,0,59,0,53,0,59,0,53,1,53,0,73,0,70,0,55,0,58,0,55,0,56,1,62,1,48,0,54,0,63,0,49,0,60,0,58,0,59,0,53,0,67,0,54,0,70
70.0,muR=12.0,0,73,0,76,0,73,1,74,1,75,1,73,0,69,0,75,0,67,0,72,1,66,1,67,1,69,0,64,1,64,2,68,0,75,0,71,0,74,1,80,0,72,0,62,0,78,0,69,0,65,0,59,0,71,0,64,0,57,2,63,0,87,0,71,0,60,0,72,0,56,0,69,1,69,0,69,0,74,1,80,0,69,1,79,0,62,0,86,1,66,1,57,0,80,1,70,0,68,0,77,0,76,0,71,1,48,0,77,2,64,0,68,0,87,0,74,0,91,0,71,1,67,1,65,1,67,1,65,0,69,0,78,0,86,0,69,0,76,0,81,1,62,1,78,0,83,0,71,0,68,0,69,0,69,1,58,0,62,1,72,1,66,0,78,1,74,2,62,0,71,2,64,1,83,1,69,0,84,1,67,0,54,1,85,0,60,0,69,1,75,0,65,0,69,1,76,1,64,0,58
80.0,sigmaR=1.0,2,89,0,127,2,101,2,117,1,103,1,86,0,83,1,87,0,94,1,99,0,99,1,91,0,110,0,115,2,109,1,86,1,95,2,106,0,111,0,83,2,107,0,90,1,91,0,104,1,119,0,85,1,99,0,112,0,104,0,90,0,83,0,93,0,82,0,82,3,95,0,102,0,99,1,116,0,93,0,89,1,121,0,100,0,116,1,104,1,100,1,88,0,94,0,85,0,89,1,100,4,106,0,74,0,100,0,103,1,90,0,89,0,106,1,114,1,111,0,89,1,103,1,80,0,87,0,98,0,106,0,98,1,106,0,93,0,92,2,120,0,96,1,93,0,86,0,106,1,95,0,92,0,94,1,109,1,106,0,97,1,107,0,82,0,121,0,75,1,95,1,85,1,116,0,108,0,110,0,102,0,91,0,94,0,96,0,101,0,96,0,99,1,99,1,101,1,96,1,74
90.0,gamma=0.45,0,112,2,96,0,122,1,99,1,122,1,92,1,89,1,127,0,123,0,88,1,94,3,114,1,127,0,119,0,105,0,124,0,109,1,103,0,111,1,120,1,118,1,108,0,116,0,116,0,110,2,121,1,116,0,109,1,123,0,112,0,110,0,94,0,103,0,107,0,105,1,106,1,101,1,112,1,100,0,98,0,108,1,122,0,101,0,101,0,107,2,136,2,97,1,122,0,108,0,93,1,116,0,98,1,99,0,128,0,95,0,93,1,124,1,130,0,127,0,109,0,123,0,122,0,146,0,107,0,102,1,105,0,129,2,114,0,111,1,114,0,91,1,117,1,110,0,124,1,87,0,94,0,144,2,125,0,104,0,132,0,105,0,103,0,111,0,106,0,129,0,114,0,119,0,109,1,118,0,125,0,103,0,110,0,114,2,103,0,113,0,114,1,117,0,106,1,115,0,120
100.0,vMax=1000.0,1,95,0,116,1,136,0,140,0,106,1,130,2,121,0,112,1,136,1,92,1,115,2,141,2,119,0,107,1,126,1,136,0,129,0,132,0,123,0,136,0,119,3,129,0,140,0,110,1,116,1,111,0,129,0,126,0,117,0,131,1,112,0,130,1,148,0,116,0,135,1,136,0,150,0,140,1,116,0,152,0,131,1,133,2,129,0,124,1,145,0,116,0,133,0,117,0,118,1,127,1,138,1,113,1,143,0,122,1,97,2,133,1,106,2,120,0,124,1,131,0,170,0,107,2,110,0,133,1,129,0,143,2,124,0,131,0,119,0,119,0,139,1,127,1,111,0,128,0,129,0,135,0,125,2,171,0,139,2,119,1,112,1,116,1,125,0,125,1,133,0,129,2,153,1,113,0,116,0,129,0,133,0,139,2,136,0,119,3,110,0,165,0,120,0,133,1,118,2,145
