GFP genomes (scaled),Parameters,GFP IU run=0,total_interactions run=0,GFP IU run=1,total_interactions run=1,GFP IU run=2,total_interactions run=2,GFP IU run=3,total_interactions run=3,GFP IU run=4,total_interactions run=4,GFP IU run=5,total_interactions run=5,GFP IU run=6,total_interactions run=6,GFP IU run=7,total_interactions run=7,GFP IU run=8,total_interactions run=8,GFP IU run=9,total_interactions run=9,GFP IU run=10,total_interactions run=10,GFP IU run=11,total_interactions run=11,GFP IU run=12,total_interactions run=12,GFP IU run=13,total_interactions run=13,GFP IU run=14,total_interactions run=14,GFP IU run=15,total_interactions run=15,GFP IU run=16,total_interactions run=16,GFP IU run=17,total_interactions run=17,GFP IU run=18,total_interactions run=18,GFP IU run=19,total_interactions run=19,GFP IU run=20,total_interactions run=20,GFP IU run=21,total_interactions run=21,GFP IU run=22,total_interactions run=22,GFP IU run=23,total_interactions run=23,GFP IU run=24,total_interactions run=24,GFP IU run=25,total_interactions run=25,GFP IU run=26,total_interactions run=26,GFP IU run=27,total_interactions run=27,GFP IU run=28,total_interactions run=28,GFP IU run=29,total_interactions run=29,GFP IU run=30,total_interactions run=30,GFP IU run=31,total_interactions run=31,GFP IU run=32,total_interactions run=32,GFP IU run=33,total_interactions run=33,GFP IU run=34,total_interactions run=34,GFP IU run=35,total_interactions run=35,GFP IU run=36,total_interactions run=36,GFP IU run=37,total_interactions run=37,GFP IU run=38,total_interactions run=38,GFP IU run=39,total_interactions run=39,GFP IU run=40,total_interactions run=40,GFP IU run=41,total_interactions run=41,GFP IU run=42,total_interactions run=42,GFP IU run=43,total_interactions run=43,GFP IU run=44,total_interactions run=44,GFP IU run=45,total_interactions run=45,GFP IU run=46,total_interactions run=46,GFP IU run=47,total_interactions run=47,GFP IU run=48,total_interactions run=48,GFP IU run=49,total_interactions run=49,GFP IU run=50,total_interactions run=50,GFP IU run=51,total_interactions run=51,GFP IU run=52,total_interactions run=52,GFP IU run=53,total_interactions run=53,GFP IU run=54,total_interactions run=54,GFP IU run=55,total_interactions run=55,GFP IU run=56,total_interactions run=56,GFP IU run=57,total_interactions run=57,GFP IU run=58,total_interactions run=58,GFP IU run=59,total_interactions run=59,GFP IU run=60,total_interactions run=60,GFP IU run=61,total_interactions run=61,GFP IU run=62,total_interactions run=62,GFP IU run=63,total_interactions run=63,GFP IU run=64,total_interactions run=64,GFP IU run=65,total_interactions run=65,GFP IU run=66,total_interactions run=66,GFP IU run=67,total_interactions run=67,GFP IU run=68,total_interactions run=68,GFP IU run=69,total_interactions run=69,GFP IU run=70,total_interactions run=70,GFP IU run=71,total_interactions run=71,GFP IU run=72,total_interactions run=72,GFP IU run=73,total_interactions run=73,GFP IU run=74,total_interactions run=74,GFP IU run=75,total_interactions run=75,GFP IU run=76,total_interactions run=76,GFP IU run=77,total_interactions run=77,GFP IU run=78,total_interactions run=78,GFP IU run=79,total_interactions run=79,GFP IU run=80,total_interactions run=80,GFP IU run=81,total_interactions run=81,GFP IU run=82,total_interactions run=82,GFP IU run=83,total_interactions run=83,GFP IU run=84,total_interactions run=84,GFP IU run=85,total_interactions run=85,GFP IU run=86,total_interactions run=86,GFP IU run=87,total_interactions run=87,GFP IU run=88,total_interactions run=88,GFP IU run=89,total_interactions run=89,GFP IU run=90,total_interactions run=90,GFP IU run=91,total_interactions run=91,GFP IU run=92,total_interactions run=92,GFP IU run=93,total_interactions run=93,GFP IU run=94,total_interactions run=94,GFP IU run=95,total_interactions run=95,GFP IU run=96,total_interactions run=96,GFP IU run=97,total_interactions run=97,GFP IU run=98,total_interactions run=98,GFP IU run=99,total_interactions run=99
10.0,simul_name=clump,0,8,0,9,0,10,0,9,0,14,0,4,0,6,0,8,0,4,0,9,0,5,0,10,0,7,0,4,0,11,0,7,0,5,0,9,0,9,1,10,0,11,0,12,0,10,0,6,0,7,1,9,0,9,0,11,0,8,0,8,0,13,0,10,0,6,0,14,0,9,0,12,0,8,0,7,0,12,0,5,0,11,0,11,0,12,0,11,0,6,0,7,0,8,0,9,0,7,0,14,0,11,1,12,0,7,0,8,0,8,0,10,0,10,0,6,0,9,0,12,0,9,0,13,0,8,1,13,0,16,0,10,0,6,0,6,1,10,0,8,0,9,0,12,0,13,0,13,0,8,0,14,0,4,0,9,0,10,0,8,0,13,0,10,0,11,0,5,0,3,1,17,0,2,0,13,0,8,0,12,0,9,0,20,0,12,0,5,0,13,0,10,0,9,0,12,0,15,0,15
20.0,num_simulations=100,0,19,0,15,0,15,0,22,0,15,1,28,0,23,0,10,0,18,0,30,0,22,0,20,0,16,0,22,0,17,0,24,0,24,0,20,1,21,1,16,0,18,0,20,0,19,0,25,0,27,0,25,0,21,0,18,0,25,0,40,0,16,0,19,0,18,0,18,0,23,0,21,0,20,0,15,0,29,0,16,0,21,0,26,0,16,0,15,0,19,0,18,0,21,0,17,0,22,0,20,0,13,0,20,0,24,0,20,1,22,1,70,0,23,0,16,0,21,0,15,0,16,0,15,0,17,0,16,0,19,0,12,0,13,0,18,0,20,0,21,0,14,0,16,1,14,0,29,0,14,0,21,0,21,0,25,1,19,0,14,0,8,0,21,0,19,0,25,0,12,0,18,0,21,0,19,0,18,0,28,0,15,0,23,0,13,0,25,0,18,0,17,0,14,0,24,0,20,0,19
30.0,scale=1.0,0,31,0,27,0,26,0,43,0,37,0,27,0,35,0,19,0,27,0,30,0,38,0,27,0,22,0,43,0,37,0,28,1,31,0,99,0,33,0,27,0,23,0,25,1,42,0,36,0,24,0,39,0,30,0,25,0,32,0,32,0,23,0,29,0,33,0,38,0,30,0,34,0,30,0,20,0,40,1,43,1,37,0,33,0,28,0,30,0,25,0,32,0,38,0,24,0,28,0,31,0,20,1,115,1,33,0,83,0,27,0,27,0,26,0,26,1,30,0,31,1,28,0,30,0,27,0,35,1,23,1,23,0,32,0,23,0,38,0,35,0,27,0,27,0,31,0,29,0,31,0,34,0,34,0,25,1,28,0,30,1,27,1,28,0,22,0,25,0,32,0,40,0,31,0,26,0,63,0,43,0,36,0,31,0,21,0,26,0,39,0,26,0,28,0,26,0,43,0,27
40.0,cell_count=1000.0,0,48,0,86,0,36,0,33,0,51,0,36,0,43,0,58,0,25,1,54,0,35,0,43,1,62,0,28,2,85,0,32,0,38,0,36,0,46,0,71,0,38,1,46,0,30,0,42,0,39,1,40,0,47,0,40,0,48,0,40,0,36,0,41,0,55,0,71,0,37,0,46,1,44,0,53,0,43,0,53,0,39,0,38,0,89,0,38,0,74,0,33,0,39,0,46,0,52,0,49,0,36,0,27,0,41,1,85,0,70,0,45,0,46,1,36,0,60,1,46,0,50,0,41,0,40,0,45,0,38,0,37,1,47,1,75,0,48,0,38,0,40,1,44,1,44,1,51,0,175,0,38,0,39,0,41,0,64,0,43,0,40,1,45,1,38,3,65,0,36,1,57,0,38,0,37,0,46,0,33,0,38,0,41,0,43,0,66,0,45,0,56,0,44,1,40,1,41,1,37
50.0,muG=0.0,0,46,0,52,0,66,0,67,1,79,0,58,1,47,0,48,1,57,1,52,0,41,1,40,1,55,1,48,0,47,2,55,0,51,0,57,0,61,0,54,0,147,0,56,0,58,0,57,3,50,1,47,0,50,1,46,1,53,0,46,0,42,1,37,0,50,0,129,1,49,0,117,0,42,11,2088,0,58,0,44,0,47,0,58,0,47,0,51,0,145,2,67,0,51,0,44,0,37,1,53,0,54,0,94,1,38,0,53,0,52,0,56,0,59,1,50,0,57,1,61,0,50,0,62,0,50,1,49,1,66,1,83,0,47,0,51,1,68,0,48,1,44,0,45,0,52,0,101,1,65,0,55,0,43,0,58,1,57,0,64,1,48,0,43,0,43,0,100,0,50,0,56,1,60,0,52,0,60,0,67,0,44,0,47,0,50,1,73,1,105,1,41,2,49,1,101,2,54,0,62
60.0,sigmaG=1.0,0,62,0,63,0,54,0,58,0,64,2,175,1,65,1,63,0,59,0,59,0,55,0,60,1,53,0,49,0,72,0,150,0,73,1,57,0,56,1,66,1,91,0,61,0,59,0,63,0,68,1,63,0,58,0,52,0,65,0,65,0,56,0,72,2,77,0,73,0,61,0,70,0,65,0,71,0,48,0,64,2,75,0,71,0,49,1,54,1,62,0,60,0,64,0,52,0,53,1,58,0,64,0,132,0,64,0,65,0,66,0,63,0,68,0,62,0,63,0,63,0,62,1,258,0,55,0,65,1,59,0,62,0,60,0,68,0,52,0,56,0,78,0,57,0,73,0,55,0,53,1,55,0,47,0,51,1,59,0,57,2,76,0,48,1,65,0,69,0,86,0,65,0,55,0,50,0,51,1,48,0,57,0,73,0,71,1,64,1,61,0,54,0,60,0,54,0,65,0,62
70.0,muR=12.0,0,66,0,76,1,68,1,77,0,68,0,75,1,72,0,61,0,64,0,67,2,91,0,82,1,84,0,62,0,73,2,76,0,71,0,70,1,61,1,82,0,75,2,75,0,83,0,64,0,59,1,68,2,69,1,57,1,73,0,88,1,84,0,75,1,69,0,74,0,72,1,63,0,66,2,135,0,72,0,76,0,55,0,68,1,73,0,54,0,73,1,72,2,71,1,74,0,49,0,72,0,68,1,70,1,75,1,81,1,64,0,74,0,82,0,66,1,82,0,48,0,64,0,70,0,73,3,64,0,109,0,71,0,80,0,72,0,60,1,70,2,95,0,77,0,74,0,65,0,61,1,63,1,55,0,82,0,77,0,61,0,67,0,71,0,71,1,68,0,75,2,72,0,74,0,67,0,75,0,63,0,62,0,71,0,60,0,79,1,62,0,72,0,72,0,69,0,68,0,85
80.0,sigmaR=1.0,2,82,0,75,0,122,0,80,2,205,2,88,1,84,1,71,0,67,0,66,1,75,0,73,1,75,1,61,0,77,0,79,0,79,0,83,1,68,2,81,1,75,1,74,1,93,1,85,0,82,1,81,2,86,0,82,0,79,0,82,1,79,1,92,1,109,0,85,1,84,1,74,0,79,2,85,1,82,1,78,1,60,0,74,0,56,1,92,0,91,1,91,0,70,0,86,0,73,1,90,0,83,1,68,0,71,0,69,0,74,1,74,1,69,1,80,1,59,0,81,1,67,0,83,1,69,0,90,1,103,0,76,0,89,0,76,1,68,3,89,1,68,0,67,0,71,1,74,0,113,0,84,1,95,0,81,0,63,1,95,0,89,1,90,1,182,0,67,0,82,2,76,0,91,0,83,0,74,1,100,2,104,0,88,0,69,0,76,1,62,0,81,1,82,0,90,0,88,0,79
90.0,gamma=0.45,3,97,1,478,0,88,0,91,0,85,0,106,0,98,0,79,0,89,0,86,0,82,1,94,1,85,0,84,2,90,0,88,0,89,0,89,0,100,0,80,0,83,1,88,0,80,1,124,0,94,1,220,0,79,0,90,1,103,1,87,0,79,1,123,0,79,0,95,1,89,0,84,1,79,0,98,0,78,1,132,0,104,2,129,1,94,0,82,0,99,2,92,0,85,0,121,0,92,1,90,0,104,1,83,0,78,1,82,0,87,0,94,0,84,2,88,0,111,1,69,1,85,0,91,1,95,0,89,0,76,1,96,4,1017,0,99,2,94,1,81,0,81,0,97,0,91,0,90,0,86,1,95,0,93,0,92,0,96,0,98,0,91,0,89,1,84,0,99,0,118,0,102,1,74,0,91,0,105,0,82,1,89,0,97,0,89,1,96,0,88,0,107,2,100,2,92,0,95,2,102
100.0,vMax=1000.0,7,939,3,102,1,119,0,110,0,97,0,94,1,81,2,99,0,99,2,97,0,85,1,96,1,311,2,100,1,98,0,99,0,94,0,135,1,93,1,84,1,116,0,98,0,97,0,99,1,112,1,95,2,97,2,91,1,102,3,95,2,90,0,98,1,103,0,89,2,107,0,102,2,97,2,162,1,116,0,107,0,85,0,93,0,92,1,85,0,108,1,129,1,92,0,93,0,104,1,212,0,108,1,115,0,106,1,193,0,140,2,216,0,111,0,100,1,96,1,98,0,124,0,119,0,105,0,104,0,99,2,113,2,94,0,99,0,87,1,80,1,323,0,105,0,71,0,97,0,93,0,101,0,93,0,85,1,93,2,101,0,93,1,111,0,101,0,96,1,103,1,79,0,93,1,101,0,107,0,74,5,828,1,122,1,108,0,147,1,267,1,217,1,116,0,104,3,127,1,101
