GFP genomes (scaled),Parameters,GFP IU run=0,total_interactions run=0,GFP IU run=1,total_interactions run=1,GFP IU run=2,total_interactions run=2,GFP IU run=3,total_interactions run=3,GFP IU run=4,total_interactions run=4,GFP IU run=5,total_interactions run=5,GFP IU run=6,total_interactions run=6,GFP IU run=7,total_interactions run=7,GFP IU run=8,total_interactions run=8,GFP IU run=9,total_interactions run=9,GFP IU run=10,total_interactions run=10,GFP IU run=11,total_interactions run=11,GFP IU run=12,total_interactions run=12,GFP IU run=13,total_interactions run=13,GFP IU run=14,total_interactions run=14,GFP IU run=15,total_interactions run=15,GFP IU run=16,total_interactions run=16,GFP IU run=17,total_interactions run=17,GFP IU run=18,total_interactions run=18,GFP IU run=19,total_interactions run=19,GFP IU run=20,total_interactions run=20,GFP IU run=21,total_interactions run=21,GFP IU run=22,total_interactions run=22,GFP IU run=23,total_interactions run=23,GFP IU run=24,total_interactions run=24,GFP IU run=25,total_interactions run=25,GFP IU run=26,total_interactions run=26,GFP IU run=27,total_interactions run=27,GFP IU run=28,total_interactions run=28,GFP IU run=29,total_interactions run=29,GFP IU run=30,total_interactions run=30,GFP IU run=31,total_interactions run=31,GFP IU run=32,total_interactions run=32,GFP IU run=33,total_interactions run=33,GFP IU run=34,total_interactions run=34,GFP IU run=35,total_interactions run=35,GFP IU run=36,total_interactions run=36,GFP IU run=37,total_interactions run=37,GFP IU run=38,total_interactions run=38,GFP IU run=39,total_interactions run=39,GFP IU run=40,total_interactions run=40,GFP IU run=41,total_interactions run=41,GFP IU run=42,total_interactions run=42,GFP IU run=43,total_interactions run=43,GFP IU run=44,total_interactions run=44,GFP IU run=45,total_interactions run=45,GFP IU run=46,total_interactions run=46,GFP IU run=47,total_interactions run=47,GFP IU run=48,total_interactions run=48,GFP IU run=49,total_interactions run=49,GFP IU run=50,total_interactions run=50,GFP IU run=51,total_interactions run=51,GFP IU run=52,total_interactions run=52,GFP IU run=53,total_interactions run=53,GFP IU run=54,total_interactions run=54,GFP IU run=55,total_interactions run=55,GFP IU run=56,total_interactions run=56,GFP IU run=57,total_interactions run=57,GFP IU run=58,total_interactions run=58,GFP IU run=59,total_interactions run=59,GFP IU run=60,total_interactions run=60,GFP IU run=61,total_interactions run=61,GFP IU run=62,total_interactions run=62,GFP IU run=63,total_interactions run=63,GFP IU run=64,total_interactions run=64,GFP IU run=65,total_interactions run=65,GFP IU run=66,total_interactions run=66,GFP IU run=67,total_interactions run=67,GFP IU run=68,total_interactions run=68,GFP IU run=69,total_interactions run=69,GFP IU run=70,total_interactions run=70,GFP IU run=71,total_interactions run=71,GFP IU run=72,total_interactions run=72,GFP IU run=73,total_interactions run=73,GFP IU run=74,total_interactions run=74,GFP IU run=75,total_interactions run=75,GFP IU run=76,total_interactions run=76,GFP IU run=77,total_interactions run=77,GFP IU run=78,total_interactions run=78,GFP IU run=79,total_interactions run=79,GFP IU run=80,total_interactions run=80,GFP IU run=81,total_interactions run=81,GFP IU run=82,total_interactions run=82,GFP IU run=83,total_interactions run=83,GFP IU run=84,total_interactions run=84,GFP IU run=85,total_interactions run=85,GFP IU run=86,total_interactions run=86,GFP IU run=87,total_interactions run=87,GFP IU run=88,total_interactions run=88,GFP IU run=89,total_interactions run=89,GFP IU run=90,total_interactions run=90,GFP IU run=91,total_interactions run=91,GFP IU run=92,total_interactions run=92,GFP IU run=93,total_interactions run=93,GFP IU run=94,total_interactions run=94,GFP IU run=95,total_interactions run=95,GFP IU run=96,total_interactions run=96,GFP IU run=97,total_interactions run=97,GFP IU run=98,total_interactions run=98,GFP IU run=99,total_interactions run=99
10.0,simul_name=clump,0,11,0,11,0,7,0,11,1,6,0,11,0,8,0,17,0,17,0,12,0,10,0,8,0,8,0,9,0,12,0,9,0,8,0,15,0,8,0,6,0,13,0,9,0,10,0,4,0,6,0,24,1,8,0,7,0,11,0,11,0,11,0,8,0,7,0,12,0,9,0,11,0,9,0,12,0,7,0,5,0,6,0,13,0,11,0,9,0,13,0,7,0,7,0,6,0,9,0,10,0,18,0,7,0,13,1,26,0,16,0,12,0,7,0,7,0,11,0,9,0,16,0,2,0,11,0,9,0,5,0,9,0,9,0,14,0,15,0,9,0,20,0,25,0,9,0,11,0,24,0,13,0,10,0,7,0,6,0,9,0,4,0,12,0,5,0,9,0,6,0,15,0,11,0,12,0,10,0,8,1,11,1,14,0,6,0,3,0,10,0,17,0,9,0,14,0,7,0,6
20.0,num_simulations=100,0,68,1,84,0,21,0,79,0,26,0,16,1,49,0,20,1,17,0,99,0,12,0,13,0,84,0,16,0,63,0,14,1,16,0,77,0,19,1,19,0,22,0,17,0,24,1,19,0,24,0,18,0,19,1,62,0,22,1,25,1,19,0,65,1,10,0,19,0,19,0,21,0,22,1,25,0,62,0,26,0,30,0,17,1,48,0,12,0,31,0,15,0,18,0,23,0,23,0,28,0,30,0,19,0,21,0,21,1,17,0,21,0,19,0,29,0,26,0,22,0,21,0,20,0,16,0,18,0,13,0,23,0,20,1,20,0,115,0,17,0,21,2,121,0,14,0,21,1,20,0,21,1,20,0,26,0,21,0,78,0,21,0,22,0,63,1,16,0,17,0,20,0,22,0,29,0,23,0,15,0,53,0,18,0,11,0,89,0,16,0,13,1,97,0,21,0,15,0,17
30.0,scale=1.0,0,26,1,62,1,95,0,38,3,81,0,102,2,66,0,18,0,29,1,81,0,70,0,119,1,145,3,76,1,125,0,109,1,97,1,118,2,160,2,89,1,96,0,118,1,153,0,82,1,124,0,73,0,108,0,64,1,135,0,77,2,140,1,77,1,170,3,97,0,84,1,153,1,112,0,40,0,79,0,32,1,114,0,194,0,82,1,129,0,100,0,58,2,127,1,114,0,122,0,28,0,29,0,47,0,33,0,104,0,89,0,149,0,191,0,74,0,78,1,94,2,139,1,85,0,59,2,113,0,40,1,219,0,105,0,43,0,26,0,27,2,215,0,104,0,35,0,27,1,115,0,125,0,92,0,27,0,30,0,71,0,124,0,43,1,34,0,36,0,122,0,105,0,99,1,109,0,64,1,118,0,28,0,95,0,69,1,34,0,83,0,24,0,80,0,28,0,42,0,113
40.0,cell_count=1000.0,0,90,2,155,2,117,1,225,1,158,0,246,1,149,1,44,1,131,0,133,1,66,0,131,3,130,2,144,1,89,0,97,1,140,0,144,2,211,0,173,1,142,0,88,0,182,0,187,1,176,0,189,0,74,2,186,0,86,0,128,0,44,0,102,0,126,0,288,0,44,0,128,0,48,0,178,0,155,0,105,0,150,1,100,0,116,3,156,2,117,3,210,1,120,2,41,0,113,0,143,0,34,0,137,0,140,1,116,2,79,1,83,1,136,0,169,1,187,0,93,1,79,0,146,1,99,2,200,0,82,1,128,0,165,0,166,2,158,0,62,1,172,0,43,1,111,0,95,0,131,0,135,0,117,2,118,0,121,1,136,0,65,3,230,1,42,1,133,1,98,2,174,1,194,0,95,1,132,0,114,0,55,0,131,0,160,0,224,1,123,0,200,0,130,0,216,0,158,0,171
50.0,muG=0.0,1,180,1,209,0,91,2,170,0,259,2,172,1,186,1,169,1,125,0,62,1,260,0,47,2,182,1,247,2,286,0,235,2,262,4,273,2,183,1,172,2,221,1,182,1,137,1,149,0,100,1,168,0,192,0,240,1,179,1,186,1,288,0,130,1,230,4,266,0,180,1,130,2,60,0,185,3,60,1,53,3,240,2,269,1,193,2,180,2,232,0,151,2,155,0,209,0,40,2,128,1,148,1,119,0,80,0,260,2,185,1,130,1,181,2,194,1,176,1,157,2,319,0,224,2,210,0,82,4,211,3,147,3,166,1,180,0,56,0,90,2,177,1,66,1,216,0,139,0,43,0,149,1,217,2,108,0,193,1,112,5,213,0,171,1,171,1,189,2,302,1,160,1,252,2,191,0,249,1,307,3,297,0,60,1,247,0,46,1,96,0,171,1,266,1,223,0,50,0,164
60.0,sigmaG=1.0,3,215,3,188,2,186,0,96,2,293,1,284,1,201,0,268,2,254,0,66,2,344,1,82,1,193,0,188,0,208,0,203,2,275,1,278,0,105,2,122,2,282,2,146,0,198,0,54,0,54,2,201,0,303,0,242,0,346,0,62,1,246,3,311,0,57,0,151,0,75,2,309,1,177,1,297,0,208,0,187,1,50,0,223,0,391,0,226,2,247,2,336,1,294,1,70,2,355,0,198,1,200,0,362,4,161,1,300,2,207,1,54,1,251,0,218,2,324,3,164,3,146,0,152,0,197,1,220,1,137,1,278,1,233,2,278,1,80,4,275,0,278,1,251,2,167,2,261,0,64,1,271,0,211,1,295,0,142,1,322,0,117,0,331,2,160,2,263,2,237,3,262,1,135,1,248,2,167,0,164,1,186,1,276,1,165,0,58,1,167,1,239,2,71,0,131,2,58,0,181
70.0,muR=12.0,0,68,0,63,5,447,2,278,0,405,0,361,0,167,0,247,1,241,0,175,3,328,2,238,3,400,0,64,0,65,0,77,0,71,1,263,2,340,5,190,0,77,1,341,1,316,0,63,1,275,1,317,7,1825,1,104,0,79,1,302,3,266,1,317,1,68,0,76,1,445,0,72,1,90,1,119,0,237,1,72,2,109,1,335,0,261,2,340,0,86,1,238,2,312,0,282,1,337,3,238,0,101,0,162,0,73,0,236,0,223,2,259,1,253,0,73,0,95,0,316,0,290,0,61,0,68,2,298,3,487,0,91,3,384,3,203,1,284,4,308,0,68,0,148,2,311,1,223,0,69,1,348,1,275,0,189,1,244,1,69,0,420,2,344,1,147,0,234,0,173,1,282,1,388,4,353,2,235,0,207,2,349,0,207,1,321,0,243,0,235,0,88,0,177,1,227,1,205,0,79
80.0,sigmaR=1.0,1,218,0,89,0,69,0,95,1,89,0,77,0,211,1,212,3,345,0,84,2,174,0,89,2,284,0,72,0,81,0,77,0,75,1,96,0,87,3,293,1,478,2,317,1,394,2,78,1,172,2,398,0,66,0,77,0,83,2,111,1,353,6,522,1,237,0,76,1,375,1,242,4,217,2,357,1,238,1,95,1,252,2,212,2,400,0,87,4,410,0,277,2,394,0,72,0,79,0,380,4,427,3,380,1,79,0,191,0,93,2,290,1,388,0,85,4,300,2,288,1,245,0,395,3,120,1,135,0,90,6,461,3,492,0,82,2,214,1,173,1,358,1,79,3,246,1,347,1,434,0,102,3,219,1,419,0,444,0,87,1,97,1,317,0,288,3,631,2,215,0,72,2,268,1,76,3,329,1,101,0,328,14,1668,1,354,0,173,2,79,0,157,1,89,0,396,2,453,2,222
90.0,gamma=0.45,0,96,0,110,1,277,2,158,0,120,0,116,5,386,1,96,4,458,0,314,1,86,3,338,2,97,0,267,0,95,0,93,0,92,0,92,2,144,1,94,0,376,0,87,0,97,2,396,3,420,1,93,0,89,2,318,1,187,0,87,2,116,0,94,1,107,0,133,0,273,1,204,1,92,4,428,1,92,2,316,6,1563,0,92,1,230,2,261,1,337,2,101,0,336,3,472,1,104,0,85,0,83,2,317,0,138,3,421,2,312,2,270,0,73,3,414,5,607,2,95,2,329,1,359,3,322,1,193,1,134,4,362,2,262,0,329,0,100,2,349,4,580,0,83,1,95,1,286,0,83,1,448,0,164,0,98,1,254,0,82,0,313,0,86,0,81,2,89,0,100,3,175,4,640,5,630,0,102,1,91,0,78,2,358,0,103,1,95,2,96,0,153,6,1430,2,405,4,504,0,357
100.0,vMax=1000.0,0,331,1,456,2,403,0,82,2,108,1,108,1,95,1,105,1,163,0,113,1,90,1,154,0,101,0,96,4,405,0,393,1,100,0,101,1,97,0,108,2,454,1,93,4,599,0,427,2,355,1,95,1,157,1,343,0,436,1,116,0,94,1,113,0,103,1,463,1,94,4,458,0,102,2,399,0,129,0,146,0,126,0,128,3,113,1,162,1,105,3,392,1,101,1,197,0,105,0,88,0,85,0,92,0,108,0,102,5,442,1,303,1,546,2,537,2,99,0,116,0,98,3,445,1,408,0,86,1,386,1,91,0,103,0,323,1,114,0,78,0,96,1,183,0,83,1,97,2,502,3,928,1,106,0,100,0,112,0,92,1,165,4,527,0,88,0,83,1,158,3,387,1,182,0,102,4,365,0,95,1,399,0,96,1,587,0,112,0,111,1,105,0,429,0,100,0,103,0,115
