GFP genomes (scaled),Parameters,GFP IU run=0,total_interactions run=0,GFP IU run=1,total_interactions run=1,GFP IU run=2,total_interactions run=2,GFP IU run=3,total_interactions run=3,GFP IU run=4,total_interactions run=4,GFP IU run=5,total_interactions run=5,GFP IU run=6,total_interactions run=6,GFP IU run=7,total_interactions run=7,GFP IU run=8,total_interactions run=8,GFP IU run=9,total_interactions run=9,GFP IU run=10,total_interactions run=10,GFP IU run=11,total_interactions run=11,GFP IU run=12,total_interactions run=12,GFP IU run=13,total_interactions run=13,GFP IU run=14,total_interactions run=14,GFP IU run=15,total_interactions run=15,GFP IU run=16,total_interactions run=16,GFP IU run=17,total_interactions run=17,GFP IU run=18,total_interactions run=18,GFP IU run=19,total_interactions run=19,GFP IU run=20,total_interactions run=20,GFP IU run=21,total_interactions run=21,GFP IU run=22,total_interactions run=22,GFP IU run=23,total_interactions run=23,GFP IU run=24,total_interactions run=24,GFP IU run=25,total_interactions run=25,GFP IU run=26,total_interactions run=26,GFP IU run=27,total_interactions run=27,GFP IU run=28,total_interactions run=28,GFP IU run=29,total_interactions run=29,GFP IU run=30,total_interactions run=30,GFP IU run=31,total_interactions run=31,GFP IU run=32,total_interactions run=32,GFP IU run=33,total_interactions run=33,GFP IU run=34,total_interactions run=34,GFP IU run=35,total_interactions run=35,GFP IU run=36,total_interactions run=36,GFP IU run=37,total_interactions run=37,GFP IU run=38,total_interactions run=38,GFP IU run=39,total_interactions run=39,GFP IU run=40,total_interactions run=40,GFP IU run=41,total_interactions run=41,GFP IU run=42,total_interactions run=42,GFP IU run=43,total_interactions run=43,GFP IU run=44,total_interactions run=44,GFP IU run=45,total_interactions run=45,GFP IU run=46,total_interactions run=46,GFP IU run=47,total_interactions run=47,GFP IU run=48,total_interactions run=48,GFP IU run=49,total_interactions run=49,GFP IU run=50,total_interactions run=50,GFP IU run=51,total_interactions run=51,GFP IU run=52,total_interactions run=52,GFP IU run=53,total_interactions run=53,GFP IU run=54,total_interactions run=54,GFP IU run=55,total_interactions run=55,GFP IU run=56,total_interactions run=56,GFP IU run=57,total_interactions run=57,GFP IU run=58,total_interactions run=58,GFP IU run=59,total_interactions run=59,GFP IU run=60,total_interactions run=60,GFP IU run=61,total_interactions run=61,GFP IU run=62,total_interactions run=62,GFP IU run=63,total_interactions run=63,GFP IU run=64,total_interactions run=64,GFP IU run=65,total_interactions run=65,GFP IU run=66,total_interactions run=66,GFP IU run=67,total_interactions run=67,GFP IU run=68,total_interactions run=68,GFP IU run=69,total_interactions run=69,GFP IU run=70,total_interactions run=70,GFP IU run=71,total_interactions run=71,GFP IU run=72,total_interactions run=72,GFP IU run=73,total_interactions run=73,GFP IU run=74,total_interactions run=74,GFP IU run=75,total_interactions run=75,GFP IU run=76,total_interactions run=76,GFP IU run=77,total_interactions run=77,GFP IU run=78,total_interactions run=78,GFP IU run=79,total_interactions run=79,GFP IU run=80,total_interactions run=80,GFP IU run=81,total_interactions run=81,GFP IU run=82,total_interactions run=82,GFP IU run=83,total_interactions run=83,GFP IU run=84,total_interactions run=84,GFP IU run=85,total_interactions run=85,GFP IU run=86,total_interactions run=86,GFP IU run=87,total_interactions run=87,GFP IU run=88,total_interactions run=88,GFP IU run=89,total_interactions run=89,GFP IU run=90,total_interactions run=90,GFP IU run=91,total_interactions run=91,GFP IU run=92,total_interactions run=92,GFP IU run=93,total_interactions run=93,GFP IU run=94,total_interactions run=94,GFP IU run=95,total_interactions run=95,GFP IU run=96,total_interactions run=96,GFP IU run=97,total_interactions run=97,GFP IU run=98,total_interactions run=98,GFP IU run=99,total_interactions run=99
10.0,simul_name=clump,0,11,0,13,0,6,0,12,0,5,0,10,0,10,0,16,0,10,0,7,0,10,0,13,0,14,0,5,0,20,0,10,0,16,0,16,1,8,0,10,0,11,0,5,0,17,0,6,0,5,0,19,0,9,0,7,0,12,0,12,0,3,0,12,0,8,0,10,0,8,0,16,0,5,0,15,0,13,0,23,0,12,0,20,0,7,0,10,0,13,0,6,0,9,0,9,0,10,0,9,1,11,0,4,0,31,0,12,0,13,0,8,0,13,0,10,0,16,0,8,0,7,0,14,1,11,0,7,0,13,0,7,0,13,0,12,0,8,0,8,0,13,0,11,0,7,0,7,0,12,0,8,0,6,0,6,0,10,0,14,0,11,0,15,0,17,0,19,0,8,0,10,0,7,0,7,0,10,0,7,0,26,0,7,0,13,0,6,0,21,0,16,0,6,0,12,0,13,0,12
20.0,num_simulations=100,0,38,0,39,0,30,1,18,0,53,0,65,0,21,0,37,0,36,0,36,0,55,0,28,1,59,0,34,0,43,0,57,1,56,0,31,0,35,0,44,0,52,0,53,0,24,1,65,0,38,0,43,0,27,0,32,1,30,0,31,0,34,0,64,1,36,0,27,0,31,0,38,0,31,0,42,0,33,0,24,0,48,2,52,1,53,0,43,0,53,0,32,0,31,0,43,0,29,1,52,1,24,1,47,0,26,0,50,0,34,2,27,0,35,0,63,0,33,1,31,0,45,0,24,0,28,0,36,0,46,0,48,0,51,0,43,0,23,1,47,0,39,0,66,0,28,0,37,0,51,0,49,0,45,0,45,1,52,0,43,0,52,0,28,0,31,0,39,0,59,0,49,1,60,1,41,0,32,0,50,0,30,0,39,2,57,1,33,1,85,1,48,0,34,0,39,1,36,1,33
30.0,scale=1.0,1,50,1,52,0,49,1,50,0,80,1,83,1,79,1,80,1,60,0,65,0,46,0,58,0,58,2,77,2,84,0,73,0,49,1,77,2,74,0,58,0,78,0,59,2,65,1,68,0,63,1,91,0,50,1,52,1,77,0,59,0,50,1,43,2,62,0,48,1,46,0,63,0,57,0,57,0,45,0,58,0,64,1,55,0,55,1,53,0,48,0,53,0,58,0,72,0,51,0,111,1,44,0,42,0,80,1,58,0,45,0,67,1,53,1,46,0,35,0,79,0,59,0,97,0,44,0,60,0,84,0,48,0,76,1,41,0,67,0,36,0,72,0,68,1,53,0,59,0,52,1,87,2,71,3,46,0,65,1,49,0,71,0,83,0,56,0,44,0,123,0,58,0,64,0,49,0,75,1,70,0,85,0,58,0,67,0,81,0,72,0,50,2,71,0,58,0,50,0,112
40.0,cell_count=1000.0,1,99,2,120,0,106,0,108,1,132,0,121,1,95,0,96,1,107,0,93,0,114,0,107,0,75,0,88,0,68,0,124,1,126,0,84,1,135,0,103,0,119,0,106,0,113,0,139,0,111,2,127,1,105,0,123,1,111,0,115,0,107,1,82,0,87,0,108,0,136,1,101,2,146,0,74,0,87,0,70,0,135,0,79,0,128,2,107,0,119,1,115,1,86,1,82,2,114,0,114,1,98,2,117,1,84,1,110,1,74,0,95,0,103,2,134,0,122,1,134,2,87,1,120,0,126,3,91,0,157,1,116,0,101,1,112,1,89,1,108,0,102,1,119,0,69,1,109,2,86,0,117,2,99,2,114,0,110,0,75,0,111,0,114,0,110,0,140,0,133,0,110,1,84,1,101,3,94,0,120,1,107,2,97,0,94,1,114,0,95,0,130,0,87,1,106,0,88,2,99
50.0,muG=0.0,0,178,0,108,1,118,3,98,0,172,0,128,0,117,2,103,0,155,0,116,1,119,0,101,0,169,0,107,2,152,0,104,0,128,0,102,0,90,0,122,1,145,1,189,1,132,0,130,0,135,0,108,1,121,0,126,2,161,0,90,1,153,1,109,0,140,1,115,0,138,2,142,0,161,2,149,1,144,0,168,1,140,0,147,1,160,0,127,0,144,0,144,0,93,0,103,0,160,1,172,0,138,0,147,1,104,1,160,1,163,0,107,2,184,2,178,3,158,0,123,0,133,3,120,0,193,1,140,2,139,0,134,0,113,0,152,1,131,0,159,2,184,2,142,0,139,2,168,0,126,0,143,0,156,0,122,1,94,0,184,2,117,0,127,2,180,2,181,0,164,1,132,3,146,1,97,0,138,4,113,1,179,1,191,0,166,1,119,0,155,0,145,2,116,1,146,0,130,0,166
60.0,sigmaG=1.0,0,183,1,151,1,165,0,139,0,150,0,184,1,170,1,167,0,211,3,162,1,154,0,119,1,192,2,175,1,167,0,145,0,198,3,189,0,161,0,168,0,140,2,149,1,195,0,170,1,174,1,112,1,151,0,159,0,165,0,167,0,164,0,158,0,122,0,158,1,125,2,153,0,136,1,260,2,151,2,129,1,147,0,157,0,173,0,156,1,198,0,154,1,174,1,154,2,161,1,149,1,149,1,175,1,152,2,154,0,184,2,138,2,147,0,153,1,153,1,144,1,171,2,155,0,158,0,143,0,130,1,157,0,167,0,152,2,160,3,162,2,137,0,117,2,194,0,167,1,175,1,161,0,151,0,148,0,109,1,149,1,126,1,162,0,120,1,140,0,130,1,170,1,175,1,181,1,115,1,183,4,126,0,163,0,178,0,183,0,157,2,123,0,201,0,178,1,187,1,163
70.0,muR=12.0,1,219,0,213,2,224,1,217,2,185,0,184,1,187,0,234,3,211,4,214,0,169,0,223,1,225,2,168,2,202,0,182,1,161,1,190,3,207,2,212,2,206,2,154,2,241,1,189,1,214,3,202,1,181,1,206,1,214,0,167,1,223,0,190,1,236,1,235,1,197,2,160,1,215,0,178,0,208,2,232,2,197,3,208,1,146,0,190,0,227,0,168,1,190,0,226,0,224,0,198,3,171,1,198,1,186,0,244,2,164,2,215,0,179,3,209,1,199,0,187,2,221,1,236,0,244,2,205,1,148,3,186,3,182,2,264,2,188,1,219,0,235,0,174,2,211,0,221,2,260,1,190,1,249,0,209,1,192,2,267,3,177,2,205,0,215,0,211,0,229,0,185,2,171,0,213,0,233,3,195,3,195,1,194,3,172,2,231,0,190,0,160,1,221,1,233,1,187,2,186
80.0,sigmaR=1.0,1,298,1,323,2,259,2,240,2,263,2,250,0,239,2,227,1,250,1,222,0,273,3,258,0,229,4,260,3,254,1,299,2,334,2,252,3,333,1,292,1,255,2,279,1,241,0,264,3,247,2,253,1,241,0,250,1,253,4,231,2,327,0,232,3,270,0,242,2,259,2,260,1,197,1,216,2,268,1,227,1,326,3,292,1,211,3,283,1,294,0,256,1,296,2,298,3,257,0,250,3,243,2,256,0,227,2,251,0,252,2,228,1,242,1,341,1,205,4,256,1,233,0,261,2,299,2,255,2,284,0,290,2,283,2,246,1,224,1,213,2,255,1,271,3,305,0,289,0,276,3,263,2,281,1,315,3,266,1,254,0,303,0,288,2,294,4,239,1,233,1,273,1,200,1,309,4,301,1,222,2,312,1,237,0,261,1,220,4,345,0,258,2,201,1,286,1,282,0,233
90.0,gamma=0.45,4,298,1,285,1,321,2,286,1,291,0,238,2,314,2,350,0,243,0,292,1,262,0,226,1,313,1,275,3,276,2,294,1,289,2,295,3,278,2,279,2,249,1,261,1,294,2,224,2,293,3,322,2,225,1,321,2,241,1,325,1,239,0,300,0,284,1,267,1,248,0,315,0,312,1,278,0,290,2,294,1,263,1,278,0,259,1,299,4,299,1,272,2,295,1,335,3,303,0,274,2,277,3,308,3,295,1,275,1,261,2,318,2,298,2,235,2,241,1,270,2,277,1,269,3,316,2,317,3,236,3,335,1,331,2,217,0,218,2,290,0,327,1,327,1,282,1,305,1,327,0,277,2,282,1,364,0,253,0,316,1,266,2,304,1,326,0,247,2,311,0,280,0,273,1,274,1,226,0,296,3,274,5,266,2,272,2,262,0,285,4,304,1,295,2,277,2,232,3,317
100.0,vMax=1000.0,2,336,1,317,0,291,3,347,2,313,1,333,2,364,1,378,1,350,1,314,0,341,1,329,0,283,0,249,3,291,3,309,2,361,1,295,2,360,0,303,2,286,2,316,3,292,2,296,1,388,3,297,4,356,3,329,5,342,2,311,1,381,2,360,1,332,2,379,3,370,2,371,3,315,2,355,3,272,2,321,2,315,2,376,5,268,2,361,1,343,2,300,0,380,1,346,1,356,4,333,2,340,1,315,4,395,0,331,0,286,2,324,1,304,1,318,2,298,5,321,0,347,3,334,1,342,2,285,1,308,2,282,2,307,4,332,1,341,1,300,1,359,3,331,1,358,1,297,0,340,1,283,1,309,2,355,0,299,0,413,1,351,1,297,2,326,2,348,0,318,1,256,0,301,4,339,4,340,4,324,2,365,1,298,2,298,2,264,2,313,2,367,2,316,2,343,0,300,0,318
200.0,remove=1,4,721,3,676,4,776,4,671,3,719,3,654,2,653,3,660,3,590,2,611,2,616,3,661,2,638,5,662,2,599,6,622,3,646,3,708,2,647,5,542,2,805,1,691,4,693,4,658,2,713,2,807,0,598,3,736,4,581,5,688,5,700,3,618,1,686,3,648,2,575,5,624,2,584,2,635,6,687,3,657,5,754,3,697,1,603,0,710,1,628,1,587,1,593,5,628,4,667,4,800,8,668,2,651,4,667,7,668,0,666,2,559,5,676,2,638,2,608,3,651,4,589,4,591,3,688,1,684,4,655,1,752,6,615,4,662,5,723,3,731,3,729,4,624,1,620,3,605,4,636,6,670,3,599,2,761,8,740,7,645,3,675,4,699,4,640,8,671,1,617,4,689,6,679,6,559,3,687,6,621,5,656,4,654,4,697,4,685,4,615,3,706,3,746,2,575,3,687,4,631
300.0,distribution=poisson,2,984,4,955,8,941,10,991,5,1057,7,1015,4,1060,3,1059,5,1017,4,1143,6,957,6,1073,9,1005,9,920,6,979,5,1029,4,1115,8,1061,8,919,3,960,5,1005,6,983,2,920,6,969,3,918,7,1014,3,968,6,1020,4,933,5,948,7,967,7,1100,7,1078,6,936,4,892,8,1052,5,941,1,960,7,977,5,1068,2,985,7,1004,6,942,2,1086,8,1064,5,1071,3,968,8,978,7,955,3,944,11,986,7,954,3,1129,3,917,6,991,5,898,5,1044,4,921,7,975,2,993,8,1078,7,1121,7,1009,6,957,8,964,5,1097,1,1071,8,1042,1,961,4,929,6,891,5,930,4,946,4,1077,10,1020,4,1007,8,1058,2,954,4,1032,4,991,11,924,4,918,5,992,5,1051,9,1079,6,1080,5,927,13,961,4,1021,0,1052,10,995,4,914,9,1056,5,1041,6,994,7,1005,10,983,6,1015,10,1036,3,931
400.0,fixed_mean=True,9,1405,11,1418,10,1271,9,1485,9,1319,4,1449,6,1448,7,1462,9,1339,5,1450,3,1320,6,1451,10,1474,7,1362,8,1361,10,1305,7,1356,11,1496,7,1237,6,1227,12,1426,5,1366,8,1403,6,1314,9,1473,6,1317,9,1327,15,1361,5,1384,7,1459,6,1332,7,1243,12,1448,14,1248,5,1321,8,1363,12,1443,2,1419,11,1380,11,1331,6,1446,5,1444,7,1402,11,1385,10,1295,11,1421,5,1260,7,1452,8,1342,5,1394,7,1317,9,1326,6,1483,8,1365,4,1270,3,1329,6,1315,5,1316,7,1413,8,1289,7,1418,7,1288,5,1376,10,1394,11,1482,7,1214,8,1350,5,1404,10,1301,4,1353,5,1268,2,1455,7,1481,8,1289,9,1397,11,1310,9,1332,7,1362,12,1301,4,1362,6,1331,10,1484,10,1296,5,1321,10,1458,10,1399,10,1508,5,1548,2,1283,9,1384,9,1398,9,1456,8,1427,11,1352,8,1374,9,1368,4,1281,8,1532,5,1420,14,1398
500.0,mean=2.0,11,1743,7,1646,8,1706,12,1721,9,1551,10,1666,6,1564,11,1785,10,1668,11,1734,7,1734,11,1600,11,1722,6,1645,8,1736,10,1802,8,1701,8,1723,8,1708,9,1726,11,1690,12,1666,8,1748,13,1724,6,1775,7,1613,11,1790,9,1693,12,1706,8,1639,10,1685,11,1831,9,1576,8,1753,6,1595,12,1747,5,1589,9,1653,8,1597,7,1852,10,1795,7,1602,4,1752,6,1721,14,1706,12,1662,14,1824,5,1786,8,1738,8,1611,8,1709,15,1693,13,1799,5,1552,7,1786,12,1763,5,1723,8,1725,8,1670,6,1821,12,1556,12,1706,14,1610,8,1766,3,1685,6,1794,7,1746,10,1724,9,1591,13,1700,17,1733,9,1734,8,1680,12,1479,11,1855,10,1715,6,1664,11,1720,13,1699,9,1722,10,1744,7,1825,9,1649,9,1738,11,1812,6,1648,13,1766,8,1702,9,1809,9,1784,13,1784,13,1636,13,1760,7,1652,10,1683,9,1747,11,1782,2,1732,15,1691,11,1696
600.0,FILLER,15,2113,10,2168,10,2167,10,2069,8,2130,8,2018,15,1930,7,2046,6,1942,10,2128,12,2055,18,2040,16,1933,11,1919,19,2117,12,2036,7,1933,12,2091,13,2177,14,2096,14,1901,17,2000,12,2086,12,1974,13,2015,11,2011,12,2055,11,1903,7,1913,4,1940,14,1985,13,2013,9,2135,8,1961,15,2182,11,1992,15,2164,11,2025,5,2091,14,2172,13,2252,13,2011,12,2153,12,2110,7,2087,12,2186,16,1984,8,1988,10,1906,10,2017,10,1898,12,1991,16,2042,13,1942,8,2019,11,2001,9,1959,16,2032,10,1986,11,1995,16,1946,12,1940,9,2005,8,2045,12,2061,8,2221,12,1951,12,1920,10,2001,14,2001,15,1884,10,1931,17,1984,6,2041,10,1943,7,2141,17,1938,13,2158,7,2072,16,2168,15,2030,5,2088,13,2004,14,2140,12,1955,14,1876,13,2029,12,1940,10,1965,13,2030,9,2084,12,1969,11,2119,7,2126,13,1977,14,2163,12,2029,8,2168,15,2061,17,2130
700.0,FILLER,11,2352,12,2383,10,2328,12,2429,17,2402,10,2363,12,2578,16,2487,18,2540,14,2549,9,2241,11,2457,10,2487,15,2318,13,2413,11,2451,9,2573,12,2399,13,2263,13,2416,7,2312,17,2247,9,2434,16,2500,13,2343,11,2317,13,2353,13,2442,12,2277,17,2255,14,2220,12,2551,17,2524,14,2547,11,2333,14,2313,17,2523,18,2376,10,2453,11,2431,10,2385,11,2298,15,2312,10,2174,11,2366,15,2577,19,2391,13,2321,13,2444,5,2549,21,2372,13,2379,15,2332,16,2265,9,2401,6,2431,9,2324,9,2107,14,2415,8,2507,11,2267,9,2210,15,2381,11,2367,9,2422,13,2362,16,2357,10,2323,19,2359,11,2287,23,2382,14,2370,8,2511,14,2299,8,2254,9,2425,17,2431,11,2449,17,2320,12,2303,13,2310,14,2197,13,2247,17,2269,14,2363,16,2236,11,2413,11,2457,11,2242,14,2334,13,2535,15,2212,8,2274,10,2360,12,2211,13,2085,10,2392,10,2388,12,2308,16,2492
800.0,FILLER,11,2696,19,2703,21,2922,9,2700,16,2588,17,2832,11,2791,17,2859,15,2899,13,2814,10,2871,15,2788,12,2789,14,2697,18,2642,21,2738,12,2893,20,2745,17,2712,19,2765,16,2832,12,2699,10,2779,14,2878,17,2581,12,2874,8,2728,10,2687,10,2971,15,2713,14,2760,16,2772,15,2679,13,2691,12,2895,15,2632,11,2787,21,2725,16,2721,10,2631,16,2848,12,2719,16,2537,13,2806,12,2732,14,2850,20,2586,17,2657,14,2840,20,2702,16,2696,17,2743,7,2667,13,2754,15,2869,17,2889,15,2834,13,2618,16,2769,15,2912,8,2620,8,2530,15,2831,20,2847,21,2667,15,2718,17,2836,13,2834,14,2828,12,2844,16,2867,19,2798,14,2857,12,2781,11,2689,13,2837,12,2601,10,2911,19,2926,14,2731,16,2896,13,2552,12,2696,9,2839,12,2827,13,2815,12,2690,17,2743,21,2798,11,2781,8,2799,15,2783,13,2849,13,2904,14,2857,15,2582,13,2758,13,2803,18,2706,11,2890
900.0,FILLER,15,3256,15,3044,19,2954,16,3202,11,2938,17,3091,18,2912,14,3088,17,3130,20,3140,18,2986,11,3081,22,3165,8,3118,19,3248,21,3088,21,3211,12,3356,11,3130,17,3207,16,2998,13,3000,22,3361,8,2886,26,3036,9,2998,17,3075,17,3141,14,3108,11,3072,11,3326,18,3182,14,3075,15,3013,18,3073,21,3022,15,3033,20,3245,16,3261,20,3116,20,3250,17,3006,13,3173,15,3012,14,2986,13,3090,18,3080,16,3201,20,3120,24,3242,20,3115,8,3097,14,2967,18,3094,23,3117,17,3166,18,2987,21,2911,14,3338,16,2940,19,2971,11,3045,12,3124,21,3020,18,3087,16,3071,17,2948,18,3276,18,2996,15,3036,20,2894,17,3067,16,3018,15,3023,8,2974,17,3231,19,3071,20,3294,18,3037,12,3007,13,3139,19,3168,12,3115,19,3150,23,3133,17,3041,19,3036,20,3203,12,2931,22,2994,16,3221,17,3061,18,3088,16,3132,22,3119,17,3112,18,3188,24,3233,17,3060,13,3109
