GFP genomes (scaled),Parameters,GFP IU run=0,total_interactions run=0,GFP IU run=1,total_interactions run=1,GFP IU run=2,total_interactions run=2,GFP IU run=3,total_interactions run=3,GFP IU run=4,total_interactions run=4,GFP IU run=5,total_interactions run=5,GFP IU run=6,total_interactions run=6,GFP IU run=7,total_interactions run=7,GFP IU run=8,total_interactions run=8,GFP IU run=9,total_interactions run=9,GFP IU run=10,total_interactions run=10,GFP IU run=11,total_interactions run=11,GFP IU run=12,total_interactions run=12,GFP IU run=13,total_interactions run=13,GFP IU run=14,total_interactions run=14,GFP IU run=15,total_interactions run=15,GFP IU run=16,total_interactions run=16,GFP IU run=17,total_interactions run=17,GFP IU run=18,total_interactions run=18,GFP IU run=19,total_interactions run=19,GFP IU run=20,total_interactions run=20,GFP IU run=21,total_interactions run=21,GFP IU run=22,total_interactions run=22,GFP IU run=23,total_interactions run=23,GFP IU run=24,total_interactions run=24,GFP IU run=25,total_interactions run=25,GFP IU run=26,total_interactions run=26,GFP IU run=27,total_interactions run=27,GFP IU run=28,total_interactions run=28,GFP IU run=29,total_interactions run=29,GFP IU run=30,total_interactions run=30,GFP IU run=31,total_interactions run=31,GFP IU run=32,total_interactions run=32,GFP IU run=33,total_interactions run=33,GFP IU run=34,total_interactions run=34,GFP IU run=35,total_interactions run=35,GFP IU run=36,total_interactions run=36,GFP IU run=37,total_interactions run=37,GFP IU run=38,total_interactions run=38,GFP IU run=39,total_interactions run=39,GFP IU run=40,total_interactions run=40,GFP IU run=41,total_interactions run=41,GFP IU run=42,total_interactions run=42,GFP IU run=43,total_interactions run=43,GFP IU run=44,total_interactions run=44,GFP IU run=45,total_interactions run=45,GFP IU run=46,total_interactions run=46,GFP IU run=47,total_interactions run=47,GFP IU run=48,total_interactions run=48,GFP IU run=49,total_interactions run=49,GFP IU run=50,total_interactions run=50,GFP IU run=51,total_interactions run=51,GFP IU run=52,total_interactions run=52,GFP IU run=53,total_interactions run=53,GFP IU run=54,total_interactions run=54,GFP IU run=55,total_interactions run=55,GFP IU run=56,total_interactions run=56,GFP IU run=57,total_interactions run=57,GFP IU run=58,total_interactions run=58,GFP IU run=59,total_interactions run=59,GFP IU run=60,total_interactions run=60,GFP IU run=61,total_interactions run=61,GFP IU run=62,total_interactions run=62,GFP IU run=63,total_interactions run=63,GFP IU run=64,total_interactions run=64,GFP IU run=65,total_interactions run=65,GFP IU run=66,total_interactions run=66,GFP IU run=67,total_interactions run=67,GFP IU run=68,total_interactions run=68,GFP IU run=69,total_interactions run=69,GFP IU run=70,total_interactions run=70,GFP IU run=71,total_interactions run=71,GFP IU run=72,total_interactions run=72,GFP IU run=73,total_interactions run=73,GFP IU run=74,total_interactions run=74,GFP IU run=75,total_interactions run=75,GFP IU run=76,total_interactions run=76,GFP IU run=77,total_interactions run=77,GFP IU run=78,total_interactions run=78,GFP IU run=79,total_interactions run=79,GFP IU run=80,total_interactions run=80,GFP IU run=81,total_interactions run=81,GFP IU run=82,total_interactions run=82,GFP IU run=83,total_interactions run=83,GFP IU run=84,total_interactions run=84,GFP IU run=85,total_interactions run=85,GFP IU run=86,total_interactions run=86,GFP IU run=87,total_interactions run=87,GFP IU run=88,total_interactions run=88,GFP IU run=89,total_interactions run=89,GFP IU run=90,total_interactions run=90,GFP IU run=91,total_interactions run=91,GFP IU run=92,total_interactions run=92,GFP IU run=93,total_interactions run=93,GFP IU run=94,total_interactions run=94,GFP IU run=95,total_interactions run=95,GFP IU run=96,total_interactions run=96,GFP IU run=97,total_interactions run=97,GFP IU run=98,total_interactions run=98,GFP IU run=99,total_interactions run=99
10.0,simul_name=clump,0,13,0,9,0,14,0,10,0,7,0,12,0,14,0,14,1,13,0,7,0,14,0,13,0,11,0,10,0,14,0,7,0,16,0,19,0,9,0,8,0,9,0,8,0,5,0,13,0,16,0,12,0,10,0,15,0,12,0,15,0,11,0,12,0,8,0,17,0,14,0,16,0,13,0,9,0,18,0,11,0,6,0,14,0,14,0,17,0,12,0,10,0,12,0,12,0,10,0,16,0,10,0,12,0,15,0,13,0,18,0,6,0,10,0,6,0,7,0,10,0,12,0,6,0,23,0,9,0,11,0,18,0,23,0,20,0,15,0,6,0,13,0,11,0,10,0,12,0,10,1,17,0,11,0,11,0,7,0,6,0,14,0,16,0,13,0,7,0,15,0,7,0,6,0,10,0,12,0,12,0,12,0,8,0,15,0,15,0,11,0,13,0,8,0,9,0,16,1,10
20.0,num_simulations=100,0,23,0,27,0,27,0,27,0,19,0,26,0,22,0,23,0,20,0,23,0,29,0,21,0,26,0,33,0,22,0,22,0,23,0,24,0,30,0,27,0,31,0,13,0,30,0,32,0,36,0,29,0,28,0,23,1,25,1,29,0,18,0,17,0,18,0,27,0,32,1,13,0,26,0,25,0,16,0,29,0,22,0,31,0,32,0,35,0,26,0,40,0,27,0,20,0,24,0,21,0,19,0,30,0,27,0,19,1,22,0,28,0,24,0,22,0,22,0,15,0,15,0,23,0,18,0,34,0,21,0,27,0,20,0,20,0,22,1,35,0,23,0,22,0,32,0,29,0,35,1,24,0,35,2,25,0,25,0,26,1,26,0,25,0,29,0,17,0,28,0,24,0,28,0,21,0,29,0,33,0,35,0,18,0,19,0,27,0,23,0,20,0,21,0,35,0,18,0,32
30.0,scale=1.0,0,34,1,54,0,34,1,42,0,33,1,47,0,31,0,51,0,54,0,41,1,31,0,55,0,46,1,40,0,41,1,62,0,37,0,35,1,42,0,35,0,48,0,42,0,46,0,43,0,44,0,37,0,42,0,49,1,27,0,33,0,30,0,37,0,53,0,42,0,42,0,45,0,61,1,49,0,35,1,52,2,49,0,42,0,48,0,56,0,43,0,37,0,51,0,40,0,37,0,46,0,43,0,41,2,48,0,57,1,32,0,42,0,56,1,41,1,41,1,49,1,59,0,47,1,57,0,44,0,32,0,39,0,43,0,35,0,54,0,47,1,35,0,46,0,28,0,45,0,41,0,31,1,63,0,47,1,51,0,34,0,33,0,45,0,58,1,48,0,38,0,40,0,46,0,44,0,51,1,30,0,37,0,49,0,61,0,27,1,31,0,45,0,41,0,39,0,41,0,43
40.0,cell_count=1000.0,0,58,0,77,0,47,1,66,0,54,1,53,0,54,0,56,0,48,0,47,0,61,1,55,0,60,0,65,1,55,0,66,0,45,1,65,0,57,0,68,0,57,0,70,1,51,0,62,0,50,1,68,1,75,0,71,2,43,0,69,0,53,1,43,0,59,0,57,0,53,0,43,1,60,0,71,0,58,1,62,1,66,0,62,0,64,0,38,0,52,0,49,0,54,1,68,0,58,0,44,0,59,1,65,0,42,0,52,1,51,0,41,1,88,0,66,0,68,0,58,0,46,0,59,0,58,0,60,1,68,0,64,0,64,1,52,0,47,0,71,1,63,0,40,0,46,0,66,1,67,0,61,0,68,1,60,2,78,1,66,0,69,2,44,0,44,0,61,0,53,1,76,0,55,1,55,0,42,1,76,0,40,1,55,0,52,0,34,0,50,0,65,0,52,0,42,0,64,2,51
50.0,muG=0.0,2,83,1,69,0,81,0,78,1,86,0,55,1,84,0,71,0,86,2,59,0,59,0,75,0,70,0,77,0,88,0,65,0,60,0,79,2,68,1,81,0,60,0,95,1,67,1,57,0,64,0,69,1,57,0,83,0,66,1,67,0,71,1,53,1,73,1,89,2,82,1,78,0,63,0,70,0,58,1,93,0,92,1,92,1,68,0,82,0,67,0,72,0,67,0,68,0,79,0,62,2,106,0,77,1,81,1,85,0,86,1,77,0,93,1,80,0,106,0,92,0,66,0,80,0,82,0,81,1,75,0,96,0,87,1,75,0,68,1,80,2,83,1,66,0,76,1,63,0,78,0,83,0,90,1,66,1,63,0,83,0,95,3,63,1,72,0,79,0,67,1,79,1,83,1,101,1,82,0,77,0,67,0,56,0,85,0,59,0,76,1,68,0,59,0,85,0,72,0,72
60.0,sigmaG=1.0,1,92,1,71,1,77,0,101,0,103,0,108,1,116,2,105,1,89,0,80,0,92,0,79,0,90,0,110,0,79,1,73,0,82,2,93,0,82,1,88,0,82,0,92,0,96,0,83,0,85,2,102,1,71,0,71,0,101,0,103,0,72,1,111,0,82,1,72,1,87,0,101,0,98,0,95,0,86,1,80,0,95,0,75,2,98,2,76,0,114,1,88,0,80,1,93,1,76,1,83,0,81,0,101,0,86,0,86,1,111,0,101,2,75,0,75,1,80,0,80,0,66,1,97,0,95,0,113,0,84,0,96,0,93,1,84,1,106,0,98,1,111,0,96,2,99,1,79,1,83,0,84,1,87,0,93,2,99,0,68,1,98,0,105,0,72,0,75,0,93,1,86,0,109,1,66,2,97,0,78,0,87,1,78,0,54,1,79,1,110,0,82,0,116,2,106,0,93,0,83
70.0,muR=12.0,1,112,0,88,0,142,0,103,0,121,1,97,1,104,0,120,0,95,0,133,2,94,0,116,1,106,0,109,0,114,2,124,0,103,0,104,1,100,1,106,1,128,1,96,0,122,0,112,0,118,0,95,0,113,1,107,0,115,0,107,0,103,2,131,1,125,0,92,2,93,0,100,0,106,0,129,2,110,0,99,0,114,1,108,0,110,2,127,0,121,0,102,0,110,1,108,0,122,0,109,0,108,0,120,1,108,0,115,0,106,0,129,0,101,1,98,0,111,1,103,2,119,0,92,0,119,1,94,1,140,1,106,0,134,0,66,0,86,1,113,1,115,0,108,0,100,1,95,1,120,3,97,0,124,0,107,1,93,0,80,0,118,0,104,1,119,1,99,0,115,0,111,1,106,0,118,0,118,0,116,2,97,0,88,0,101,0,123,0,89,0,92,0,127,1,96,0,86,2,116
80.0,sigmaR=1.0,0,107,2,130,1,139,1,135,0,148,1,129,0,125,2,135,0,150,0,117,0,115,0,152,1,125,0,141,1,141,0,126,0,143,1,151,0,105,0,129,1,120,0,112,2,130,0,135,0,149,2,160,0,113,3,121,0,127,1,112,0,131,0,108,3,106,3,99,0,113,1,120,0,145,2,134,0,125,1,127,0,108,1,149,0,136,1,135,1,128,1,132,0,136,1,122,0,135,1,165,0,100,0,108,1,129,1,112,0,150,1,134,0,128,0,113,1,127,0,161,0,133,0,144,0,140,2,118,0,97,0,141,2,141,0,108,0,152,0,112,0,155,0,143,2,132,0,154,1,131,0,124,1,164,0,104,1,121,0,134,3,145,0,164,2,156,1,134,0,132,1,129,0,144,1,113,0,152,0,112,0,98,1,121,0,113,0,113,1,151,0,99,0,131,2,162,1,117,1,135
90.0,gamma=0.45,1,141,1,129,0,154,0,155,0,165,1,148,2,183,2,148,0,160,0,137,0,168,0,130,0,147,1,158,1,166,1,126,1,166,0,176,2,170,1,160,2,133,2,155,0,158,2,171,2,165,2,119,1,127,0,161,1,162,1,161,0,108,0,138,0,149,1,171,1,152,0,118,0,189,2,148,2,134,0,161,1,149,0,145,1,151,1,123,0,144,0,156,1,147,3,194,1,158,1,164,0,148,0,155,0,168,0,178,2,157,1,146,0,135,0,142,4,175,0,132,1,133,2,139,1,147,0,162,1,138,1,163,3,172,0,114,0,169,0,142,0,195,3,133,1,171,0,156,1,134,1,141,0,109,2,185,0,141,1,157,1,154,0,146,1,173,0,167,1,143,1,139,1,151,1,127,2,179,1,161,1,139,1,152,1,166,0,131,0,147,0,126,0,121,1,193,1,169,0,112
100.0,vMax=1000.0,1,145,2,145,2,145,1,122,3,168,0,143,1,186,1,146,0,154,0,148,1,163,1,177,0,154,1,166,1,171,0,146,1,174,1,157,3,177,2,155,0,144,2,153,0,165,1,138,2,169,1,133,1,178,1,152,0,167,1,158,1,156,0,150,1,159,0,143,0,205,0,148,0,177,0,135,2,149,1,120,0,145,1,144,0,184,0,164,2,138,0,145,0,180,1,115,1,155,3,151,3,174,2,132,1,148,0,181,0,169,0,138,1,180,0,135,2,188,3,151,0,158,1,174,2,172,0,132,1,168,0,162,3,172,0,195,0,138,0,177,1,151,1,162,2,164,1,175,0,208,2,161,1,183,0,152,1,122,1,162,1,168,0,156,1,143,0,198,0,184,0,184,1,166,1,168,2,187,0,160,0,181,1,178,0,183,1,138,1,200,0,163,1,187,0,194,1,162,0,188
